id,year,title,authors,venue,category,publication_type,doi,arxiv_id,url,open_pdf_url,citation_count,source,source_query,status,notes,abbreviation,paper_label,paper_url,code_weights_label,code_weights_url,awesome_section
source_model_semicd-vl_ad56b1fc3e,unknown,SemiCD-VL,,wenhwu/awesome-remote-sensing-change-detection,foundation_models,source_link,,,https://github.com/likyoo/SemiCD-VL,,,source_repo_link_audit,https://github.com/wenhwu/awesome-remote-sensing-change-detection,candidate_model,"Source-derived model from wenhwu/awesome-remote-sensing-change-detection README section 'Foundation Models'. |2024|SemiCD-VL |SemiCD-VL: Visual-Language Model Guidance Makes Better Semi-Supervised Change Detector| TGRS2024 |APE |Visual-language model, semi-supervised learning, foundation model|WHU-CD, LEVIR-CD| !Last Commit!GitHub stars |",SemiCD-VL,,,code,https://github.com/likyoo/SemiCD-VL,Foundation Models
source_model_changen2_cf520bd4e0,unknown,Changen2,,wenhwu/awesome-remote-sensing-change-detection,foundation_models,source_link,,,https://github.com/Z-Zheng/pytorch-change-models/tree/main/torchange/models/changen2,,,source_repo_link_audit,https://github.com/wenhwu/awesome-remote-sensing-change-detection,candidate_model,"Source-derived model from wenhwu/awesome-remote-sensing-change-detection README section 'Diffusion Models and GANs'. | 2024 | Changen2 | Changen2: Multi-Temporal Remote Sensing Generative Change Foundation Model | TPAMI2024 | Synthetic data pre-training, generative model, foundation model | WHU-CD, xBD, LEVIR-CD, S2Looking, SECOND| !Last Commit!GitHub stars |",Changen2,,,code,https://github.com/Z-Zheng/pytorch-change-models/tree/main/torchange/models/changen2,Diffusion Models and GANs
source_model_code_9d82fc2881,unknown,Code,,BaoBao0926/Awesome-Mamba-in-Remote-Sensing,foundation_models,source_link,,,https://github.com/22Shao/Mamba-MDRNet,,,source_repo_link_audit,https://github.com/BaoBao0926/Awesome-Mamba-in-Remote-Sensing,candidate_model,"Source-derived model from BaoBao0926/Awesome-Mamba-in-Remote-Sensing README section 'Semantic Segmentation'. |applied sciences(24.12.04, 25.01.22)|Multimodal Natural Disaster Scene Recognition with Integrated Large Model and Mamba ||Link|Code|",Code,,,code,https://github.com/22Shao/Mamba-MDRNet,Semantic Segmentation
source_model_code_f2ddd93b74,unknown,Code,,hfangcat/Awesome-Geospatial-Embeddings,foundation_models,source_link,,,https://github.com/yuchima8/Harvest_AlphaEarth,,,source_repo_link_audit,https://github.com/hfangcat/Awesome-Geospatial-Embeddings,candidate_model,Source-derived model from hfangcat/Awesome-Geospatial-Embeddings README section '🌎 7. Applications of Geospatial Embeddings'. | - | **Harvesting AlphaEarth: Benchmarking the Geospatial Foundation Model for Agricultural Downstream Tasks** | Arxiv 2025 | Paper | Code |,Code,,,code,https://github.com/yuchima8/Harvest_AlphaEarth,🌎 7. Applications of Geospatial Embeddings
source_model_dmason_52e8d37fb0,unknown,DMASON,,sacridini/Awesome-Geospatial,foundation_models,source_link,,,https://github.com/isislab-unisa/dmason,,,source_repo_link_audit,https://github.com/sacridini/Awesome-Geospatial,candidate_model,Source-derived model from sacridini/Awesome-Geospatial README section 'Agent-based Modeling'. * DMASON - DMASON is a parallel version of the MASON library for writing and running simulations of Agent based simulation models.,DMASON,,,code,https://github.com/isislab-unisa/dmason,Agent-based Modeling
source_model_mesa_0be1a924ad,unknown,Mesa,,sacridini/Awesome-Geospatial,foundation_models,source_link,,,https://github.com/projectmesa/mesa,,,source_repo_link_audit,https://github.com/sacridini/Awesome-Geospatial,candidate_model,Source-derived model from sacridini/Awesome-Geospatial README section 'Agent-based Modeling'. * Mesa - Mesa is an Apache2 licensed agent-based modeling (or ABM) framework in Python.,Mesa,,,code,https://github.com/projectmesa/mesa,Agent-based Modeling
source_model_nlrx_3d706523eb,unknown,nlrx,,sacridini/Awesome-Geospatial,foundation_models,source_link,,,https://github.com/ropensci/nlrx,,,source_repo_link_audit,https://github.com/sacridini/Awesome-Geospatial,candidate_model,Source-derived model from sacridini/Awesome-Geospatial README section 'Agent-based Modeling'. * nlrx - Provides tools to setup and execute NetLogo simulations from R.,nlrx,,,code,https://github.com/ropensci/nlrx,Agent-based Modeling
source_model_here_cf8a29792e,unknown,here,,sacridini/Awesome-Geospatial,foundation_models,source_link,,,https://huggingface.co/spaces/aletrn/samgis,,,source_repo_link_audit,https://github.com/sacridini/Awesome-Geospatial,candidate_model,Source-derived model from sacridini/Awesome-Geospatial README section 'Deep Learning'. * SamGIS – Image Segmentation machine learning based (Segment Anything by Meta - Facebook) applied to GIS and geo data also with GPU requirements. A Segment Anything HuggingFace demo here and an HuggingFace demo with natural language-based image segmentation capabilities via LISA.,here,,,weights,https://huggingface.co/spaces/aletrn/samgis,Deep Learning
source_model_demo_02c85adc12,unknown,demo,,sacridini/Awesome-Geospatial,foundation_models,source_link,,,https://huggingface.co/spaces/aletrn/samgis-lisa-on-cuda,,,source_repo_link_audit,https://github.com/sacridini/Awesome-Geospatial,candidate_model,Source-derived model from sacridini/Awesome-Geospatial README section 'Deep Learning'. * SamGIS – Image Segmentation machine learning based (Segment Anything by Meta - Facebook) applied to GIS and geo data also with GPU requirements. A Segment Anything HuggingFace demo here and an HuggingFace demo with natural language-based image segmentation capabilities via LISA.,demo,,,weights,https://huggingface.co/spaces/aletrn/samgis-lisa-on-cuda,Deep Learning
source_model_paper2poster_508af4ed4d,unknown,Paper2Poster,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/Paper2Poster/Paper2Poster,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Poster Generation'. - Paper2Poster - Multi-agent system with Parser-Planner-Painter architecture converting `paper.pdf` to editable `poster.pptx`, outperforms GPT-4o with 87% fewer tokens",Paper2Poster,,,code,https://github.com/Paper2Poster/Paper2Poster,Poster Generation
source_model_ai-multi-agent-presentation-builder_76aa2c4ea2,unknown,AI Multi-Agent Presentation Builder,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/Azure-Samples/ai-multi-agent-presentation-builder,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,Source-derived model from ai-boost/awesome-ai-for-science README section 'Slides & Presentation Generation'. - AI Multi-Agent Presentation Builder - Azure Semantic Kernel multi-agent PPT generation reference,,,,code,https://github.com/Azure-Samples/ai-multi-agent-presentation-builder,Slides & Presentation Generation
source_model_storm_45a73980cf,unknown,STORM,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/stanford-oval/storm,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Scientific Literature RAG & Analysis'. - STORM - LLM agent system synthesizing Wikipedia-like long-form research articles from scratch through multi-perspective question asking, web retrieval, and citation-grounded report generation, with Co-STORM extension for collaborative human-LLM knowledge curation conversations (Stanford OVAL, NAACL 2024 & EMNLP 2024)",STORM,,,code,https://github.com/stanford-oval/storm,Scientific Literature RAG & Analysis
source_model_notebook-intelligence-nbi_31ba9de849,unknown,Notebook Intelligence (NBI),,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/notebook-intelligence/notebook-intelligence,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Interactive Research Environments'. - Notebook Intelligence (NBI) - AI coding assistant for JupyterLab with agent mode, supporting arbitrary LLM providers (2025+)",Notebook Intelligence (NBI),,,code,https://github.com/notebook-intelligence/notebook-intelligence,Interactive Research Environments
source_model_llm-for-zotero_bc1bc9fad1,unknown,llm-for-zotero,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/yilewang/llm-for-zotero,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Literature Management Plugins'. - llm-for-zotero - Research agent system deeply integrated with Zotero supporting Agent Mode, skills, multi-model backends (OpenAI-compatible, Claude Code, WebChat, Codex), and MinerU PDF parsing for literature Q&A, summarization, figure inspection, and source comparison (1.3K+ stars, 2026)",llm-for-zotero,,,code,https://github.com/yilewang/llm-for-zotero,Literature Management Plugins
source_model_sciwrite_e4825a88bf,unknown,SciWrite,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/labarba/sciwrite,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Scientific Writing & Collaboration'. - SciWrite - Agent skill for AI-assisted scientific manuscript writing review distilled from Stanford's *Writing in the Sciences* course, performing five sequential editorial audit passes on clarity, voice, structure, consistency, and integrity (2026)",SciWrite,,,code,https://github.com/labarba/sciwrite,Scientific Writing & Collaboration
source_model_openevolve_522a8ed2cc,unknown,OpenEvolve,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/algorithmicsuperintelligence/openevolve,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Autonomous Research Systems (2023-2025 Breakthroughs)'. - OpenEvolve - Open-source implementation of AlphaEvolve's evolutionary coding agent paradigm, enabling LLMs to autonomously discover and optimize algorithms through iterative evolution, matching the approach behind DeepMind's breakthrough matrix multiplication discovery (6.2K+ stars, 2025)",OpenEvolve,,,code,https://github.com/algorithmicsuperintelligence/openevolve,Autonomous Research Systems (2023-2025 Breakthroughs)
source_model_kosmos_14fd76109a,unknown,Kosmos,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/jimmc414/Kosmos,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Autonomous Research Systems (2023-2025 Breakthroughs)'. - Kosmos - Extended autonomy AI scientist with 200 parallel agent rollouts, 42K lines of code execution, 1.5K papers analyzed per run, achieving 79.4% accuracy and 7 scientific discoveries (Edison Scientific)",Kosmos,,,code,https://github.com/jimmc414/Kosmos,Autonomous Research Systems (2023-2025 Breakthroughs)
source_model_autoresearchclaw_e401652deb,unknown,AutoResearchClaw,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/aiming-lab/AutoResearchClaw,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Autonomous Research Systems (2023-2025 Breakthroughs)'. - AutoResearchClaw - Fully autonomous research from idea to paper with multi-agent debate, citation verification, and OpenClaw integration (11K+ stars, 2026)",AutoResearchClaw,,,code,https://github.com/aiming-lab/AutoResearchClaw,Autonomous Research Systems (2023-2025 Breakthroughs)
source_model_internagent_6ac8627f78,unknown,InternAgent,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/Alpha-Innovator/InternAgent,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Autonomous Research Systems (2023-2025 Breakthroughs)'. - InternAgent - Closed-loop multi-agent system from hypothesis to verification across 12 scientific tasks, #1 on MLE-Bench (36.44%)",InternAgent,,,code,https://github.com/Alpha-Innovator/InternAgent,Autonomous Research Systems (2023-2025 Breakthroughs)
source_model_autoresearch_8a907c6bfa,unknown,autoresearch,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/karpathy/autoresearch,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Autonomous Research Systems (2023-2025 Breakthroughs)'. - autoresearch - Andrej Karpathy's autonomous LLM research framework: AI agent runs overnight experiments on a real training setup, auto-editing code→5min training→evaluation in a loop, ~100 experiments per night on a single GPU",autoresearch,,,code,https://github.com/karpathy/autoresearch,Autonomous Research Systems (2023-2025 Breakthroughs)
source_model_coral-arxiv-2026_e0e08b0184,unknown,CORAL (arXiv 2026),,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/Human-Agent-Society/CORAL,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Autonomous Research Systems (2023-2025 Breakthroughs)'. - CORAL (arXiv 2026) - Robust, lightweight infrastructure for multi-agent autonomous self-evolution, built for autoresearch; agents run in isolated git worktrees, share knowledge through a common state directory, and are scored by a grader daemon; natively integrated with Claude Code, Codex, Cursor Agent, OpenCode, and Kiro (672+ stars, Apache 2.0)",CORAL (arXiv 2026),,,code,https://github.com/Human-Agent-Society/CORAL,Autonomous Research Systems (2023-2025 Breakthroughs)
source_model_scienceboard-iclr-2026_8e3ab00c85,unknown,ScienceBoard (ICLR 2026),,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/OS-Copilot/ScienceBoard,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Evaluation & Benchmarking'. - ScienceBoard (ICLR 2026) - Evaluating multimodal autonomous agents in realistic scientific workflows across real scientific software environments (KAlgebra, Celestia, Grass GIS, Lean 4, etc.) with VM-based evaluation infrastructure and agent trajectories",ScienceBoard (ICLR 2026),,,code,https://github.com/OS-Copilot/ScienceBoard,Evaluation & Benchmarking
source_model_biodiscoveryagent_56d654f25f,unknown,BioDiscoveryAgent,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/snap-stanford/BioDiscoveryAgent,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,Source-derived model from ai-boost/awesome-ai-for-science README section 'Domain-Specific Research Agents'. - BioDiscoveryAgent - AI agent for biological discovery and research automation,BioDiscoveryAgent,,,code,https://github.com/snap-stanford/BioDiscoveryAgent,Domain-Specific Research Agents
source_model_stagent_e879efa842,unknown,STAgent,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/LiuLab-Bioelectronics-Harvard/STAgent,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Domain-Specific Research Agents'. - STAgent - Multimodal LLM-based AI agent enabling deep research in spatial transcriptomics, automating analysis and interpretation of spatial gene expression data (Harvard LiuLab, bioRxiv 2025)",STAgent,,,code,https://github.com/LiuLab-Bioelectronics-Harvard/STAgent,Domain-Specific Research Agents
source_model_sciagents_cb01fcdc1d,unknown,SciAgents,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/lamm-mit/SciAgentsDiscovery,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Domain-Specific Research Agents'. - SciAgents - Bioinspired multi-agent intelligent graph reasoning system that autonomously traverses ontological knowledge graphs to generate, critique, and refine novel research hypotheses, demonstrated on bio-inspired materials discovery with cross-disciplinary connection mining (MIT Lamm Group, 2024)",SciAgents,,,code,https://github.com/lamm-mit/SciAgentsDiscovery,Domain-Specific Research Agents
source_model_txagent_7de445fff6,unknown,TxAgent,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/mims-harvard/TxAgent,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Domain-Specific Research Agents'. - TxAgent - AI agent for therapeutic reasoning across a universe of tools, achieving 92.1% accuracy in drug reasoning and outperforming GPT-4o by 25.8% (Harvard MIMS, 2025)",TxAgent,,,code,https://github.com/mims-harvard/TxAgent,Domain-Specific Research Agents
source_model_clawbio_f77c4be011,unknown,ClawBio,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/ClawBio/ClawBio,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Domain-Specific Research Agents'. - ClawBio - First bioinformatics-native AI agent skill library enabling local-first, reproducible genomic and population-genetics research workflows built on OpenClaw (871+ stars, MIT License, 2026)",ClawBio,,,code,https://github.com/ClawBio/ClawBio,Domain-Specific Research Agents
source_model_rna-fm-nature-methods-2024_d4b70e095a,unknown,RNA-FM (Nature Methods 2024),,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/ml4bio/RNA-FM,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Genomics & Bioinformatics'. - RNA-FM (Nature Methods 2024) - RNA foundation model trained on millions of RNA sequences for generalist RNA sequence understanding, enabling downstream structure prediction, function annotation, and representation learning for non-coding RNAs (ml4bio, 372+ stars)",RNA-FM (Nature Methods 2024),,,code,https://github.com/ml4bio/RNA-FM,Genomics & Bioinformatics
source_model_hyenadna_8d2b768120,unknown,HyenaDNA,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/HazyResearch/hyena-dna,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Genomics & Bioinformatics'. - HyenaDNA - Long-range genomic foundation model using subquadratic Hyena operators instead of Transformer attention, enabling context lengths up to 1 million nucleotides for chromosome-scale DNA sequence modeling and downstream genomics tasks (Stanford Hazy Research, NeurIPS 2023, 784+ stars, Apache 2.0)",HyenaDNA,,,code,https://github.com/HazyResearch/hyena-dna,Genomics & Bioinformatics
source_model_geneformer_0a22175fd4,unknown,Geneformer,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/lcrawlab/Geneformer,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Genomics & Bioinformatics'. - Geneformer - Single-cell transformer foundation model pretrained on 104M human transcriptomes via masked gene prediction, enabling transfer learning for cell type classification, gene network analysis, and in silico perturbation with limited labeled data (Nature 2023, V2 2024)",Geneformer,,,code,https://github.com/lcrawlab/Geneformer,Genomics & Bioinformatics
source_model_nicheformer_8173621c24,unknown,Nicheformer,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/theislab/nicheformer,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Genomics & Bioinformatics'. - Nicheformer - Foundation model jointly trained on single-cell and spatial transcriptomics data, enabling unified representation learning across cellular and tissue spatial contexts for cell type prediction, spatial domain inference, and cross-modal integration (theislab, bioRxiv 2024, 164+ stars)",Nicheformer,,,code,https://github.com/theislab/nicheformer,Genomics & Bioinformatics
source_model_scfoundation_38f9b20596,unknown,scFoundation,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/biomap-research/scFoundation,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Genomics & Bioinformatics'. - scFoundation - 100M-parameter foundation model pretrained on 50M+ human single-cell transcriptomes covering ~20,000 genes, achieving SOTA on gene expression enhancement, drug response and perturbation prediction (Nature Methods 2024)",scFoundation,,,code,https://github.com/biomap-research/scFoundation,Genomics & Bioinformatics
source_model_tahoe-x1_04667661b9,unknown,Tahoe-x1,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/tahoebio/tahoe-x1,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Genomics & Bioinformatics'. - Tahoe-x1 - Apache 2.0 single-cell foundation model family scaling to 3B parameters, pretrained on 266M cell profiles including perturbation data and released with training, embedding, and downstream benchmarking workflows for disease-relevant single-cell tasks (2025)",Tahoe-x1,,,code,https://github.com/tahoebio/tahoe-x1,Genomics & Bioinformatics
source_model_stack_25940a877f,unknown,Stack,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/ArcInstitute/stack,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Genomics & Bioinformatics'. - Stack - Arc Institute's single-cell foundation model enabling in-context learning at inference time via a novel tabular attention architecture, trained on 150M uniformly-preprocessed cells for generalizing biological effects and generating unseen cell profiles in novel contexts (2025)",Stack,,,code,https://github.com/ArcInstitute/stack,Genomics & Bioinformatics
source_model_bioreason-neurips-2025_61e266cfad,unknown,BioReason (NeurIPS 2025),,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/bowang-lab/BioReason,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Genomics & Bioinformatics'. - BioReason (NeurIPS 2025) - First architecture deeply integrating a DNA foundation model with an LLM for multimodal biological reasoning, achieving 98% accuracy on KEGG disease pathway prediction and 15%+ average gains on variant effect prediction with interpretable step-by-step reasoning traces (bowang-lab, 390+ stars)",BioReason (NeurIPS 2025),,,code,https://github.com/bowang-lab/BioReason,Genomics & Bioinformatics
source_model_alphagenome_5c2c232514,unknown,AlphaGenome,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/google-deepmind/alphagenome,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Genomics & Bioinformatics'. - AlphaGenome - Google DeepMind's unified DNA sequence foundation model predicting molecular consequences of genetic variants from single-base resolution up to 1 megabase context, jointly outputting thousands of regulatory tracks (RNA expression, splicing, chromatin accessibility, TF binding, contact maps) for human and mouse genomes via a Python client and non-commercial API (2025)",AlphaGenome,,,code,https://github.com/google-deepmind/alphagenome,Genomics & Bioinformatics
source_model_tribe-v2_590d373d6c,unknown,TRIBE v2,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/facebookresearch/tribev2,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Neuroscience & Behavioral Analysis'. - TRIBE v2 - Meta FAIR's foundation model of vision, audition, and language for in-silico neuroscience, predicting fMRI brain responses to naturalistic multimodal stimuli (video, audio, text) through unified Transformer architecture mapped to the cortical surface (2026)",TRIBE v2,,,code,https://github.com/facebookresearch/tribev2,Neuroscience & Behavioral Analysis
source_model_mira-neurips-2025_4a04397729,unknown,MIRA (NeurIPS 2025),,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/microsoft/MIRA,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Medical AI & Clinical Applications'. - MIRA (NeurIPS 2025) - Medical time series foundation model pretrained on 454B time points from heterogeneous clinical corpora spanning ICU physiological signals and hospital EHR, with continuous-time rotary positional encoding, frequency-specialized Mixture-of-Experts, and neural ODE extrapolation for zero-shot forecasting across irregular and multimodal temporal health data (Microsoft, 399+ stars, MIT License)",MIRA (NeurIPS 2025),,,code,https://github.com/microsoft/MIRA,Medical AI & Clinical Applications
source_model_astroclip_03ea357847,unknown,AstroCLIP,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/PolymathicAI/AstroCLIP,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Astronomy & Astrophysics'. - AstroCLIP - Cross-modal self-supervised foundation model for galaxies by Polymathic AI, jointly embedding multi-band galaxy imaging and optical spectra into a shared latent space to enable zero/few-shot redshift estimation, galaxy property prediction, morphology classification, and cross-modal similarity search (MNRAS Letters 2024)",AstroCLIP,,,code,https://github.com/PolymathicAI/AstroCLIP,Astronomy & Astrophysics
source_model_aion-arxiv-2025_5732e886cd,unknown,AION (arXiv 2025),,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/PolymathicAI/AION,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Astronomy & Astrophysics'. - AION (arXiv 2025) - Polymathic AI's large omnimodal foundation model for astronomical surveys, seamlessly integrating 39 distinct data modalities including imaging, spectra, photometry, and catalog entries for similarity search, property prediction, and generative modeling across legacy surveys (MIT)",AION (arXiv 2025),,,code,https://github.com/PolymathicAI/AION,Astronomy & Astrophysics
source_model_aurora_4319ef5dc3,unknown,Aurora,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/microsoft/aurora,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Climate Modeling'. - Aurora - Microsoft's foundation model for the Earth system supporting weather, air pollution, and ocean wave forecasting at multiple resolutions, trained on 1M+ hours of diverse atmospheric data (Nature 2025)",Aurora,,,code,https://github.com/microsoft/aurora,Climate Modeling
source_model_earth-copilot_5725a6e46d,unknown,Earth-Copilot,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/microsoft/Earth-Copilot,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Climate Modeling'. - Earth-Copilot - Microsoft's AI-powered geospatial Earth science application for natural-language exploration, visualization, and analysis of 130+ satellite collections, with STAC integration, multi-agent backend, MCP server, and deployable React/FastAPI stack (MIT, 2025)",Earth-Copilot,,,code,https://github.com/microsoft/Earth-Copilot,Climate Modeling
source_model_fengwu_bd5b91d87c,unknown,FengWu,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/OpenEarthLab/FengWu,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Climate Modeling'. - FengWu - Shanghai AI Lab's deep learning-based global weather forecasting model pushing skillful forecasts beyond 10 days lead, with open-source inference code and pretrained ONNX model weights (arXiv 2023)",FengWu,,,code,https://github.com/OpenEarthLab/FengWu,Climate Modeling
source_model_prithvi-wxc_2ca805102e,unknown,Prithvi WxC,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://huggingface.co/ibm/prithvi-wxc,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Climate Modeling'. - Prithvi WxC - IBM-NASA open-source 2.3B parameter weather and climate foundation model trained on 160 MERRA-2 variables, runs on desktop with fine-tuned variants for climate downscaling and gravity wave parameterization",Prithvi WxC,,,weights,https://huggingface.co/ibm/prithvi-wxc,Climate Modeling
source_model_clay-foundation-model_3c15fded7d,unknown,Clay Foundation Model,,ai-boost/awesome-ai-for-science,foundation_models,source_link,,,https://github.com/Clay-foundation/model,,,source_repo_link_audit,https://github.com/ai-boost/awesome-ai-for-science,candidate_model,"Source-derived model from ai-boost/awesome-ai-for-science README section 'Remote Sensing & Geospatial AI'. - Clay Foundation Model - Open-source self-supervised vision foundation model for Earth observation by Clay Foundation (non-profit), a Masked Autoencoder ViT pretrained on multimodal satellite imagery (Sentinel-1/2, Landsat 8-9, NAIP, MODIS, LINZ DEM) with location/time embeddings, supporting classification, segmentation, change detection, similarity search, and few-shot downstream geospatial tasks (Apache 2.0, v1.5 2024-2025)",Clay Foundation Model,,,code,https://github.com/Clay-foundation/model,Remote Sensing & Geospatial AI
